球员,号码,出场时间,首发,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队,对手,2分中,2分投,3分中,3分投,罚球中,罚球投
刘天意,1,19,0,1,2,0,4,0,1,0,0,1,0/0,9,2019202000070,吉林,山西,4,6,0,2,1,1
姜伟泽,11,22,0,0,1,1,0,1,1,0,0,2,0/0,4,2019202000070,吉林,山西,1,5,0,3,2,2
夏钰博,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000070,吉林,山西,0,0,0,0,0,0
代怀博,36,10,0,0,2,0,0,0,0,0,0,1,0/0,0,2019202000070,吉林,山西,0,0,0,1,0,0
廉明,44,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000070,吉林,山西,0,0,0,0,0,0
郭金林,21,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000070,吉林,山西,0,0,0,0,0,0
孔德高,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000070,吉林,山西,0,0,0,0,0,0
柴长易,6,9,0,0,0,1,1,1,0,0,0,1,0/0,0,2019202000070,吉林,山西,0,0,0,2,0,0
付博文,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000070,吉林,山西,0,0,0,0,0,0
耿铭旸,33,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000070,吉林,山西,0,0,0,0,0,0
吴冠希,11,32,1,4,3,2,3,0,1,1,3,6,0/0,28,2019202000071,江苏,青岛,10,13,0,0,8,8
拉杜利察,13,35,1,2,11,2,4,2,5,2,2,9,0/0,28,2019202000071,江苏,青岛,9,19,2,4,4,6
易立,8,37,1,2,3,7,1,5,1,0,0,4,0/0,15,2019202000071,江苏,青岛,3,6,1,3,6,7
史鸿飞,4,25,1,0,2,10,1,0,0,0,0,1,0/0,6,2019202000071,江苏,青岛,0,0,2,5,0,0
侯逸凡,31,34,1,0,4,1,3,1,2,0,0,1,0/0,5,2019202000071,江苏,青岛,0,1,1,2,2,2
吉布森,22,23,0,0,2,5,4,0,2,0,0,2,0/0,31,2019202000071,江苏,青岛,8,10,4,7,3,3
柳伟,15,17,0,0,1,0,6,2,0,0,0,3,0/0,6,2019202000071,江苏,青岛,2,3,0,0,2,2
孙鑫,10,1,0,0,0,0,0,0,0,0,0,0,0/0,4,2019202000071,江苏,青岛,2,2,0,0,0,0
刘宇轩,21,7,0,0,0,0,1,0,1,0,0,0,0/0,4,2019202000071,江苏,青岛,2,3,0,1,0,0
王洪,9,22,0,0,0,3,1,0,3,0,0,0,0/0,3,2019202000071,江苏,青岛,0,1,1,3,0,0
刘剑阁,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,江苏,青岛,0,0,0,0,0,0
黄荣奇,1,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,江苏,青岛,0,0,0,0,0,0
吴俣成,27,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,江苏,青岛,0,0,0,0,0,0
赵率舟,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,江苏,青岛,0,0,0,0,0,0
赵旭昕,77,3,0,0,0,1,3,0,0,0,0,0,0/0,0,2019202000071,江苏,青岛,0,0,0,0,0,0
蒋浩然,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,江苏,青岛,0,0,0,0,0,0
张稀然,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,江苏,青岛,0,0,0,0,0,0
亚当斯,4,32,1,2,6,2,1,3,10,0,0,5,0/0,18,2019202000071,青岛,江苏,4,7,2,11,4,4
赵泰隆,8,36,1,1,0,1,5,0,0,0,0,1,0/0,15,2019202000071,青岛,江苏,2,2,3,6,2,2
焦海龙,17,20,1,3,2,2,5,2,2,0,0,2,0/0,13,2019202000071,青岛,江苏,3,5,2,2,1,1
翟逸,33,22,1,0,0,0,3,1,0,0,0,2,0/0,4,2019202000071,青岛,江苏,2,4,0,2,0,2
刘传兴,21,11,1,0,4,0,2,0,0,0,0,2,0/0,2,2019202000071,青岛,江苏,0,1,0,0,2,2
约翰逊,41,33,0,8,8,3,5,0,2,1,2,11,0/0,28,2019202000071,青岛,江苏,11,15,0,0,6,10
林韦翰,16,22,0,1,1,2,0,1,1,0,0,0,0/0,12,2019202000071,青岛,江苏,3,5,2,5,0,0
张骋宇,6,21,0,0,2,1,0,1,2,1,0,0,0/0,11,2019202000071,青岛,江苏,1,2,3,5,0,0
王庆明,32,28,0,0,1,2,3,2,1,0,0,2,0/0,9,2019202000071,青岛,江苏,2,4,1,3,2,4
赵大鹏,30,8,0,0,0,1,2,2,1,0,0,1,0/0,2,2019202000071,青岛,江苏,0,1,0,2,2,2
许家晗,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
周湛东,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
杨金蒙,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
王睿泽,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
杨凯,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
张昊,55,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
赵戌宏,20,2,0,1,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,1,0,0,0,0
丁皓然,35,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
邵英伦,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
史文龙,26,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000071,青岛,江苏,0,0,0,0,0,0
哈德森,0,42,1,2,8,5,3,1,8,0,0,7,0/0,36,2019202000072,山东,四川,6,7,7,17,3,4
陈培东,44,29,1,0,4,2,4,0,2,0,0,1,0/0,15,2019202000072,山东,四川,1,2,4,7,1,2
贾诚,23,20,1,1,3,0,1,0,0,0,0,3,0/0,8,2019202000072,山东,四川,2,4,0,0,4,6
吴轲,15,29,1,0,6,6,3,0,1,1,0,3,0/0,6,2019202000072,山东,四川,1,2,0,2,4,6
侯沛佐,10,29,1,1,6,2,2,0,2,0,0,1,0/0,3,2019202000072,山东,四川,0,1,1,1,0,0
王汝恒,24,25,0,1,1,1,5,3,3,0,0,8,0/0,10,2019202000072,山东,四川,0,1,2,3,4,5
詹姆斯-梅斯,40,24,0,4,4,1,4,0,3,1,0,3,0/0,9,2019202000072,山东,四川,2,5,0,0,5,6
陶汉林,20,14,0,0,1,0,2,0,0,1,0,2,0/0,4,2019202000072,山东,四川,1,3,0,0,2,3
张庆鹏,9,7,0,0,1,1,0,0,0,0,0,0,0/0,3,2019202000072,山东,四川,0,0,1,3,0,0
田嘉夫,14,6,0,0,0,0,1,0,1,0,0,0,0/0,3,2019202000072,山东,四川,0,0,1,1,0,0
王冠翔,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,山东,四川,0,0,0,0,0,0
张辉,4,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,山东,四川,0,0,0,0,0,0
孙贺男,31,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,山东,四川,0,0,0,0,0,0
李敬宇,8,9,0,0,1,2,0,0,0,0,0,1,0/0,0,2019202000072,山东,四川,0,0,0,0,0,0
李泓翰,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,山东,四川,0,0,0,0,0,0
刘大鹏,1,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,山东,四川,0,0,0,0,0,0
朱荣振,35,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,山东,四川,0,0,0,0,0,0
马光翰,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,山东,四川,0,0,0,0,0,0
孟达,12,43,1,0,3,3,2,2,2,0,0,2,0/0,26,2019202000072,四川,山东,1,2,8,10,0,0
陈辰,32,36,1,2,3,5,2,1,1,0,0,2,0/0,20,2019202000072,四川,山东,2,7,5,10,1,2
福特森,4,39,1,0,2,10,6,4,1,0,0,11,0/0,18,2019202000072,四川,山东,3,11,1,7,9,13
李原宇,15,31,1,5,2,1,6,4,1,0,0,1,0/0,9,2019202000072,四川,山东,3,7,1,3,0,1
袁振梁,25,6,1,0,0,0,0,1,0,0,0,0,0/0,2,2019202000072,四川,山东,1,2,0,0,0,0
托马斯-罗宾逊,41,32,0,7,6,0,3,1,1,2,1,4,0/0,20,2019202000072,四川,山东,9,15,0,0,2,4
侯天一,14,19,0,2,2,0,4,1,1,0,0,0,0/0,3,2019202000072,四川,山东,0,0,1,5,0,0
景菡一,1,5,0,1,0,0,1,2,0,0,0,2,0/0,2,2019202000072,四川,山东,1,3,0,0,0,0
李柯七,17,19,0,1,0,0,4,1,1,0,0,2,0/0,1,2019202000072,四川,山东,0,0,0,2,1,2
王政博,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
胡林森,8,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
胡钧淋,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
莫蒙尘,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
郭治瀚,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
左朕年,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
闵庆飞,7,5,0,1,2,1,1,0,0,0,0,1,0/0,0,2019202000072,四川,山东,0,2,0,1,0,0
于刚,77,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
张松涛,39,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
袁堂文,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000072,四川,山东,0,0,0,0,0,0
莫泰尤纳斯,12,32,1,1,8,7,2,2,9,0,0,6,0/0,15,2019202000073,上海,广厦,7,9,0,2,1,2
董瀚麟,10,33,1,5,9,2,4,2,5,2,1,5,0/0,13,2019202000073,上海,广厦,3,9,0,0,7,7
罗汉琛,33,37,1,0,1,3,1,1,1,0,0,1,0/0,5,2019202000073,上海,广厦,1,3,1,4,0,0
施宇晨,11,24,1,2,1,4,3,1,1,0,0,1,0/0,5,2019202000073,上海,广厦,0,2,1,2,2,2
鞠明欣,24,10,1,0,0,1,2,0,1,0,0,0,0/0,2,2019202000073,上海,广厦,1,2,0,1,0,0
纳纳利,21,39,0,3,5,2,3,1,2,0,0,4,0/0,37,2019202000073,上海,广厦,8,18,5,7,6,7
蔡亮,1,29,0,0,2,2,6,1,0,0,0,6,0/0,19,2019202000073,上海,广厦,4,4,2,2,5,6
王潼,25,19,0,3,3,0,0,0,1,1,0,1,0/0,6,2019202000073,上海,广厦,3,6,0,0,0,2
李根,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,0,0,0
颜鹏,0,5,0,0,0,0,0,0,1,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,2,0,0
朱瀛,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,0,0,0
张春军,9,7,0,0,2,0,2,0,0,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,1,0,0
孟令源,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,0,0,0
罗旭东,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,0,0,0
唐子豪,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,0,0,0
黄旭,17,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,0,0,0
吴永盛,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,上海,广厦,0,0,0,0,0,0
艾伦-杰克逊,6,35,1,0,2,14,2,5,5,0,0,5,0/0,19,2019202000073,广厦,上海,6,11,1,2,4,4
赵岩昊,25,36,1,1,2,2,4,4,2,0,1,4,0/0,17,2019202000073,广厦,上海,3,9,3,9,2,2
胡金秋,21,26,1,1,2,1,4,0,0,1,0,1,0/0,14,2019202000073,广厦,上海,7,9,0,0,0,2
刘铮,11,37,1,1,2,1,2,1,1,0,0,3,0/0,8,2019202000073,广厦,上海,1,4,2,4,0,2
苏若禹,5,24,1,0,4,1,4,1,0,1,0,2,0/0,6,2019202000073,广厦,上海,2,2,0,0,2,2
法里德,3,31,0,5,9,1,5,1,0,3,3,4,0/0,26,2019202000073,广厦,上海,8,10,2,3,4,6
孙铭徽,17,22,0,1,1,7,2,2,2,0,0,3,0/0,10,2019202000073,广厦,上海,1,4,2,6,2,2
朱俊龙,23,11,0,0,0,2,0,0,0,0,0,0,0/0,9,2019202000073,广厦,上海,0,0,3,4,0,0
赵天熠,15,13,0,0,0,0,1,1,0,0,0,1,0/0,6,2019202000073,广厦,上海,3,4,0,0,0,0
李京龙,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,广厦,上海,0,0,0,0,0,0
李金效,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,广厦,上海,0,0,0,0,0,0
原晨云,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,广厦,上海,0,0,0,0,0,0
赵嘉义,35,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,广厦,上海,0,0,0,0,0,0
吴羽佳,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,广厦,上海,0,1,0,0,0,0
杜金伦,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000073,广厦,上海,0,0,0,0,0,0
赵嘉仁,32,0,0,1,0,0,0,0,0,0,0,0,0/0,0,2019202000073,广厦,上海,0,1,0,0,0,0
邓蒙,12,40,1,0,1,8,2,1,2,0,0,6,0/0,37,2019202000074,浙江,福建,7,16,6,14,5,7
吴前,33,33,1,2,4,6,5,5,2,0,0,5,0/0,23,2019202000074,浙江,福建,3,9,4,8,5,5
张大宇,24,40,1,4,3,0,4,0,3,3,1,4,0/0,17,2019202000074,浙江,福建,6,9,1,1,2,2
朱旭航,21,22,1,1,4,0,5,1,1,0,1,5,0/0,10,2019202000074,浙江,福建,2,3,1,6,3,5
程帅澎,6,25,1,3,4,2,5,2,0,0,0,3,0/0,1,2019202000074,浙江,福建,0,0,0,2,1,2
兰兹博格,1,29,0,0,5,2,1,0,1,0,1,4,0/0,20,2019202000074,浙江,福建,4,10,2,4,6,6
赖俊豪,17,12,0,2,0,0,3,0,0,1,0,0,0/0,7,2019202000074,浙江,福建,2,2,1,1,0,0
张正昕,28,9,0,2,1,0,6,0,1,1,0,0,0/0,4,2019202000074,浙江,福建,2,3,0,0,0,0
付磊,3,15,0,0,0,0,0,0,0,0,0,0,0/0,3,2019202000074,浙江,福建,0,0,1,1,0,0
陆文博,8,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
王奕博,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
林孝天,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
白杰,16,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
李耀强,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
刘泽一,10,9,0,2,1,0,1,1,1,0,0,0,0/0,0,2019202000074,浙江,福建,0,1,0,0,0,0
孙岩松,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
王仔路,23,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
鞠鹏,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
刘育辰,30,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,浙江,福建,0,0,0,0,0,0
王哲林,31,38,1,4,5,0,1,0,1,0,4,4,0/0,30,2019202000074,福建,浙江,12,17,1,4,3,4
阿玛尔-斯塔德迈尔,32,35,1,1,10,2,3,0,4,0,4,8,0/0,24,2019202000074,福建,浙江,9,15,0,1,6,9
陈林坚,15,31,1,1,0,1,5,1,1,0,0,0,0/0,15,2019202000074,福建,浙江,3,3,3,9,0,0
谢亚财,19,7,1,0,0,0,1,0,0,0,0,2,0/0,4,2019202000074,福建,浙江,1,1,0,0,2,2
黄毅超,14,11,1,0,0,0,2,0,0,0,0,0,0/0,0,2019202000074,福建,浙江,0,2,0,1,0,0
泰-劳森,1,37,0,3,3,11,1,1,2,0,0,13,0/0,27,2019202000074,福建,浙江,5,10,0,0,17,21
李江淮,5,33,0,1,3,1,5,4,2,0,0,1,0/0,8,2019202000074,福建,浙江,4,5,0,1,0,0
胡珑贸,10,18,0,0,2,0,6,0,1,1,0,1,0/0,6,2019202000074,福建,浙江,1,1,1,2,1,1
孙椿棚,13,17,0,0,2,1,3,0,1,0,0,3,0/0,2,2019202000074,福建,浙江,1,2,0,0,0,0
刁成灏,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,福建,浙江,0,0,0,0,0,0
刘洺宇,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,福建,浙江,0,0,0,0,0,0
孙喆,17,3,0,0,0,0,0,0,1,0,0,0,0/0,0,2019202000074,福建,浙江,0,0,0,0,0,0
卡米然斯地克江,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,福建,浙江,0,0,0,0,0,0
何重达,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,福建,浙江,0,0,0,0,0,0
徐铭智,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,福建,浙江,0,0,0,0,0,0
曹飞,29,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,福建,浙江,0,0,0,0,0,0
王润锋,16,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000074,福建,浙江,0,0,0,0,0,0
汤杰,7,5,0,0,0,1,0,1,1,0,0,0,0/0,0,2019202000074,福建,浙江,0,1,0,0,0,0
李荣培,7,18,1,1,1,0,4,1,1,0,0,1,0/0,16,2019202000075,天津,广东,1,5,4,8,2,2
时德帅,23,39,1,3,5,1,2,1,3,1,0,5,0/0,14,2019202000075,天津,广东,6,10,0,3,2,4
史仪,22,30,1,2,2,8,3,2,4,0,0,8,0/0,12,2019202000075,天津,广东,2,2,1,3,5,6
孟子凯,1,24,1,0,6,0,4,0,1,1,0,1,0/0,9,2019202000075,天津,广东,1,3,2,5,1,2
刘伟,21,17,1,1,0,1,2,1,2,0,0,0,0/0,5,2019202000075,天津,广东,1,7,1,1,0,0
田雨,16,30,0,2,3,4,3,2,1,0,0,5,0/0,14,2019202000075,天津,广东,3,5,1,4,5,7
刘帅,12,28,0,0,0,2,1,0,1,0,0,1,0/0,10,2019202000075,天津,广东,2,5,2,2,0,0
金鑫,10,20,0,1,2,0,1,0,0,1,0,2,0/0,9,2019202000075,天津,广东,4,5,0,0,1,2
田野,17,17,0,0,0,3,4,0,4,0,0,1,0/0,3,2019202000075,天津,广东,0,1,1,3,0,0
何思雨,20,13,0,1,2,0,1,5,5,0,0,2,0/0,1,2019202000075,天津,广东,0,0,0,1,1,2
张云梦,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
关健,68,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
韩博林,8,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
高森堡,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
张智涵,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
孟祥龙,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
马尔科-托多罗维奇,19,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
栾晓君,4,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
潘宁,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
查森-兰德尔,25,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,天津,广东,0,0,0,0,0,0
布鲁克斯,6,30,1,0,6,6,4,1,4,1,1,1,0/0,27,2019202000075,广东,天津,3,6,7,9,0,0
赵睿,10,34,1,2,2,3,3,1,1,1,0,7,0/0,21,2019202000075,广东,天津,5,10,1,5,8,10
易建联,9,29,1,3,3,2,0,4,0,3,3,4,0/0,20,2019202000075,广东,天津,6,9,1,2,5,6
任骏飞,20,27,1,4,2,3,2,4,3,0,0,4,0/0,12,2019202000075,广东,天津,2,4,1,3,5,6
胡明轩,3,19,1,2,0,5,2,2,1,0,0,2,0/0,3,2019202000075,广东,天津,1,3,0,1,1,1
威姆斯,13,24,0,0,6,4,1,3,4,0,1,6,0/0,25,2019202000075,广东,天津,7,10,1,2,8,8
杜润旺,18,22,0,1,4,1,4,0,0,0,0,0,0/0,16,2019202000075,广东,天津,2,3,4,8,0,0
李英博,17,5,0,1,1,0,2,0,0,0,0,0,0/0,6,2019202000075,广东,天津,3,4,0,0,0,0
徐杰,2,26,0,0,1,1,3,1,0,0,0,0,0/0,5,2019202000075,广东,天津,1,1,1,3,0,0
王薪凯,5,13,0,0,0,1,3,2,2,0,0,0,0/0,3,2019202000075,广东,天津,0,0,1,1,0,0
万圣伟,51,5,0,1,0,0,2,0,0,0,0,0,0/0,2,2019202000075,广东,天津,1,1,0,0,0,0
张皓嘉,25,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,广东,天津,0,0,0,0,0,0
方渭博,1,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,广东,天津,0,0,0,0,0,0
刘旭乘,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,广东,天津,0,0,0,0,0,0
曾繁日,22,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,广东,天津,0,0,0,0,0,0
周鹏,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,广东,天津,0,0,0,0,0,0
苏伟,12,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,广东,天津,0,0,0,0,0,0
刘权标,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000075,广东,天津,0,0,0,0,0,0
凯弗-赛克斯,28,37,1,4,5,6,2,0,4,0,0,8,0/0,33,2019202000076,广州,新疆,8,19,3,8,8,9
亨特,3,29,1,1,3,2,2,1,1,0,0,8,0/0,23,2019202000076,广州,新疆,4,9,4,6,3,6
陈盈骏,9,23,1,0,3,0,2,2,0,0,0,3,0/0,13,2019202000076,广州,新疆,2,5,1,2,6,6
张永鹏,33,25,1,0,7,1,4,0,1,0,0,2,0/0,6,2019202000076,广州,新疆,2,5,0,0,2,4
郑准,50,21,1,0,3,0,2,0,0,0,0,0,0/0,6,2019202000076,广州,新疆,0,1,2,4,0,0
孙鸣阳,27,31,0,0,3,1,5,1,3,1,0,0,0/0,13,2019202000076,广州,新疆,2,4,3,3,0,0
谷玥灼,12,10,0,1,1,1,0,0,1,0,0,3,0/0,5,2019202000076,广州,新疆,0,0,0,1,5,6
李炎哲,13,8,0,1,2,0,1,0,1,1,1,1,0/0,4,2019202000076,广州,新疆,2,4,0,0,0,0
司坤,6,10,0,0,3,1,1,0,1,0,0,0,0/0,2,2019202000076,广州,新疆,1,1,0,1,0,0
田宇恒,10,13,0,0,1,0,0,0,4,0,0,1,0/0,0,2019202000076,广州,新疆,0,0,0,1,0,0
姚天一,1,7,0,0,0,0,0,0,1,0,0,0,0/0,0,2019202000076,广州,新疆,0,0,0,1,0,0
张展玮,23,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000076,广州,新疆,0,0,0,0,0,0
衡艺丰,8,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000076,广州,新疆,0,0,0,0,0,0
刘丰搏,30,19,0,0,0,0,2,2,0,1,0,0,0/0,0,2019202000076,广州,新疆,0,1,0,2,0,0
郭凯,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000076,广州,新疆,0,0,0,0,0,0
贾明儒,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000076,广州,新疆,0,0,0,0,0,0
周琦,9,34,1,3,8,1,3,1,0,4,5,3,0/0,29,2019202000076,新疆,广州,8,11,4,7,1,3
凯-费尔德,1,36,1,2,9,13,4,4,1,1,0,2,0/0,25,2019202000076,新疆,广州,6,10,3,6,4,4
阿不都沙拉木,23,34,1,1,4,5,3,0,2,0,0,5,0/0,20,2019202000076,新疆,广州,6,8,1,4,5,5
俞长栋,7,19,1,0,2,1,2,0,0,0,0,0,0/0,11,2019202000076,新疆,广州,4,6,1,3,0,0
西热力江,20,23,1,0,3,6,3,3,0,0,0,0,0/0,8,2019202000076,新疆,广州,1,2,2,6,0,0
斯托克斯,2,24,0,3,10,3,2,0,1,1,0,4,0/0,16,2019202000076,新疆,广州,4,7,1,2,5,7
可兰白克,13,21,0,0,0,2,1,0,0,0,0,0,0/0,11,2019202000076,新疆,广州,1,2,3,5,0,0
范子铭,17,12,0,0,1,0,3,0,3,0,0,3,0/0,7,2019202000076,新疆,广州,3,4,0,0,1,4
齐麟,11,6,0,1,0,0,0,0,0,0,0,2,0/0,5,2019202000076,新疆,广州,1,2,0,1,3,4
唐才育,8,10,0,1,1,0,2,2,0,0,0,1,0/0,3,2019202000076,新疆,广州,0,1,1,3,0,0
曾令旭,6,10,0,2,0,4,2,1,1,0,0,1,0/0,2,2019202000076,新疆,广州,0,2,0,2,2,2
热甫卡提江-吐送江,31,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000076,新疆,广州,0,0,0,0,0,0
刘羽楠,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000076,新疆,广州,0,0,0,0,0,0
鲁吐布拉,26,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000076,新疆,广州,0,0,0,0,0,0
刘力鹏,35,4,0,0,0,0,1,1,0,0,0,0,0/0,0,2019202000076,新疆,广州,0,1,0,2,0,0
西尔扎提-赛买提,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000076,新疆,广州,0,0,0,0,0,0
德怀特-拜克斯,8,36,1,0,5,6,1,1,3,0,0,5,0/0,21,2019202000077,深圳,八一,2,3,5,8,2,3
卢艺文,23,34,1,0,4,0,3,1,1,2,1,4,0/0,18,2019202000077,深圳,八一,6,9,1,4,3,4
李慕豪,9,28,1,3,7,3,3,0,1,3,2,4,0/0,17,2019202000077,深圳,八一,7,10,0,0,3,5
何忠勉,20,21,1,0,4,1,2,0,1,0,0,2,0/0,5,2019202000077,深圳,八一,0,2,1,1,2,2
